SERIAL,FARE,FAREK,SPEND,SPENDIMPREASON
232478341003,322,2,,
232478341005,352,5,,
232478341009,68,4,,
232478341013,267,5,,
232478341018,250,,1250,
232478341021,125,,500,
232478341025,322,2,,
232478921001,267,5,,
232478921006,222,,200,
232478921010,,,,
232478921013,267,5,,
232478921018,,,,
232478921021,210,,400,
232478921025,267,5,,
232488055003,346,5,,
232488055005,354,0,,
232488055010,383,2,,
232488055013,456,2,,
232488055019,322,2,,
232488055022,322,2,,
232488055025,383,2,,
232488055029,383,2,,
232488055033,322,2,,
232488055037,322,2,,
232488055041,324,5,,
232488055045,322,2,,
232488055050,322,2,,
232488055056,273,2,2579,
232488055057,383,2,,
232488107001,267,5,,
232488107006,225,,1000,
232488107012,322,2,,
232488107014,383,2,,
232488107017,267,5,,
232488107022,383,2,,
232488107025,1700,2,,
232488107029,383,2,,
232488107033,125,,309,
232488107037,383,2,,
232488107041,72,5,,
232488107045,68,4,,
232488107049,,,,
232488696001,346,5,,
232488696005,354,0,,
232488696009,,,,
232488696013,,,,
232488696017,322,2,,
232488696021,322,2,,
232488696026,322,2,,
232488696029,383,2,,
232488696034,354,0,,
232488696037,322,2,,
232488696042,383,2,,
232488696045,354,0,,
232488696049,322,2,,
232488696056,322,2,,
232488696058,322,2,,
232488696061,322,2,,
232488696068,267,5,,
232488962004,383,2,,
232488962005,383,2,,
232488962010,,,,
232488962013,383,2,309,
232488962017,354,0,,
232488962021,,,,
232488962028,,,,
232488962030,322,2,,
232488962033,,,,
232488962035,,,,
232488962037,322,2,,
232488962041,,,,
232488962047,,,,
232488962049,,,,
232518049001,101,5,1000,
232518049008,322,2,,
232518049010,,,,
232518049011,222,,250,
232518049018,247,0,,
232518049021,267,5,,
232518049027,324,5,,
232518049031,324,5,,
232518049037,346,5,,
232518049042,,,,
232518049046,,,,
232518049051,381,5,,
232518049056,500,,600,
232518049066,98,6,,
232518049071,,,,
232518049072,,,,
232518049074,,,,
232518049076,346,5,,
232518049082,44,4,,
232518049086,346,5,,
232518049092,,,,
232518049097,322,2,,
232518049101,383,2,,
232518049105,,,,
232518049107,267,5,,
232518049108,,,,
232518049110,,,,
232518049111,330,3,,
232518049116,267,5,,
232518049122,86,2,,
232518393002,229,,600,
232518393006,322,2,,
232518393011,322,2,,
232518393018,355,5,,
232518393020,,,,
232518393021,102,4,,
232518393027,101,5,,
232518393031,247,0,,
232518393036,255,5,,
232518393041,169,7,,
232518393047,324,5,,
232518393051,267,5,,
232518393057,,,,
232518393061,267,5,,
232518393068,,,,
232518393071,94,4,,
232518393076,98,6,,
232518393077,,,,
232518393081,330,3,,
232518393087,340,5,,
232518393091,102,4,,
232518393099,,,,
232518393103,322,2,,
232518393107,267,5,,
232518393111,346,5,,
232518393118,346,5,,
232518393123,247,0,,
232518393126,267,5,,
232518393131,67,5,,
232518393137,150,,500,
232518818003,383,2,,
232518818009,322,2,,
232518818014,87,4,1188,
232518818020,267,5,,
232518818021,346,5,,
232518818027,322,2,,
232518818031,346,5,,
232518818036,247,0,,
232518818044,247,0,,
232518818046,255,5,,
232518818051,267,5,,
232518818056,247,0,,
232518818062,44,4,,
232518818067,,,,
232518818074,346,5,,
232518818080,346,5,,
232518818083,346,5,,
232518818086,102,4,,
232518818091,,,,
232518818100,169,7,,
232518818101,,,,
232518818106,346,5,,
232518818111,267,5,,
232518818116,250,5,,
232518818121,78,5,,
232518818126,,,,
232518884004,,,,
232518884006,255,5,,
232518884011,255,5,,
232518884016,,,,
232518884021,,,,
232518884031,267,5,,
232518884041,169,7,,
232518884046,255,5,,
232518884051,,,,
232518884056,346,5,,
232518884061,330,3,,
232518884067,267,5,,
232518884070,,,,
232518884071,,,,
232518884077,,,,
232518884081,267,5,,
232518884087,247,0,333,
232518884091,,,,
232518884096,267,5,,
232528107002,267,5,,
232528107009,383,2,,
232528107013,255,5,,
232528107016,,,,
232528107022,383,2,,
232528107023,,,,
232528107027,322,2,,
232528107036,383,2,,
232528107041,354,0,,
232528107047,74,5,,
232528107055,322,2,,
232528107058,322,2,,
232528107066,72,5,,
232528107071,169,7,,
232528404001,267,5,,
232528404007,346,5,,
232528404011,346,5,,
232528404014,,,,
232528404017,,,,
232528404023,346,5,,
232528404028,255,5,,
232528404035,383,2,,
232528404038,383,2,,
232528404041,102,5,,
232528404046,322,2,,
232528404051,322,2,,
232528404058,72,5,,
232528404062,322,2,,
232528404067,322,2,,
232528404071,383,2,,
232528404076,44,4,,
232528404081,322,2,,
232528404086,383,2,,
232528404091,383,2,,
232528404099,322,2,,
232528404102,322,2,,
232528404107,70,,217,
232528404111,322,2,,
232528404117,250,5,,
232528404122,322,2,,
232528769001,,,,
232528769009,,,,
232528769011,354,0,,
232528769016,383,2,,
232528769021,383,2,,
232528769030,383,2,,
232528769031,,,,
232528769036,354,0,,
232528769043,,,,
232528769047,383,2,,
232528769052,,,,
232528769057,322,2,,
232528769063,383,2,,
232528769067,383,2,,
232528769072,,,,
232528769077,,,,
232528769081,322,2,,
232528769088,383,2,,
232528769091,381,5,,
232528769096,,,,
232528769101,322,2,,
232528868004,346,5,,
232528868006,383,2,,
232528868011,346,5,,
232528868018,354,0,,
232528868023,346,5,,
232528868026,,,,
232528868030,,,,
232528868031,381,5,,
232528868037,335,,250,
232528868041,,,,
232528868046,,,,
232528868052,,,,
232528868056,,,,
232528868064,381,5,,
232528868066,322,2,,
232528868076,381,5,,
232528868081,,,,
232528868086,,,,
232528868091,,,,
232528900001,267,5,,
232528900006,267,5,,
232528900011,255,5,,
232528900016,322,2,,
232528900024,322,2,,
232528900030,322,2,,
232528900032,102,5,,
232528900038,322,2,,
232528900043,383,2,,
232528900047,,,,
232528900051,72,5,,
232528900056,322,2,,
232528900063,383,2,,
232528900066,383,2,,
232528900071,250,5,,
232528900077,44,4,,
232528900083,322,2,,
232528900087,169,7,,
232528900091,,,,
232538860075,,,,
232538860087,,,,
232548341033,,,,
232548341105,,,,
232548395112,,,,
232548797062,,,,
232548853106,,,,
232552578027,,,,
232552578065,,,,
232552578129,,,,
232558222066,,,,
232558222072,,,,
232558395087,,,,
232558395130,,,,
232558395136,,,,
232558962002,169,7,,
232558962005,,,,
232558962033,,,,
232558962040,,,,
232558962084,,,,
232568443004,169,7,,
232568443006,346,5,,
232568443011,267,5,,
232568443017,267,5,,
232568443024,250,5,,
232568443027,,,,
232568443031,,,,
232568443036,,,,
232568443043,,,,
232568443047,346,5,,
232568443052,340,5,,
232568443057,,,,
232568443061,383,2,,
232568443066,381,5,,
232568443073,,,,
232568443076,,,,
232568443081,267,5,,
232568443086,,,,
232568767001,346,5,,
232568767007,322,2,,
232568767011,247,0,,
232568767016,381,5,,
232568767022,346,5,,
232568767028,324,5,,
232568767034,383,2,,
232568767037,,,,
232568767042,72,5,,
232568767046,346,5,,
232568767053,98,6,,
232568767054,,,,
232568767056,346,5,,
232568767061,98,6,,
232568767066,346,5,,
232568767071,,,,
232568767076,287,2,,
232568767081,,,,
232568767087,267,5,,
232568767092,267,5,,
232568861002,383,2,,
232568861007,322,2,,
232568861011,383,2,,
232568861018,,,,
232568861024,250,5,,
232568861026,247,0,,
232568861031,381,5,,
232568861037,346,5,,
232568861042,267,5,,
232568861046,267,5,,
232568861054,267,5,,
232568861061,,,,
232568861067,,,,
232568861072,267,5,,
232568861076,267,5,,
232568861084,,,,
232568861086,,,,
232568861094,267,5,,
232568861096,267,5,,
232568970004,383,2,,
232568970006,383,2,,
232568970010,,,,
232568970011,346,5,,
232568970017,,,,
232568970021,,,,
232568970026,,,,
232568970027,267,5,,
232568970031,,,,
232568970036,250,,2100,
232568970041,169,7,,
232568970046,,,,
232568970053,381,5,,
232568970056,330,3,,
232568970061,200,,340,
232568970067,,,,
232568970072,346,5,,
232578102004,267,5,,
232578102006,255,5,,
232578102011,267,5,,
232578102016,346,5,,
232578102024,346,5,,
232578102026,456,2,,
232578102035,322,2,,
232578102036,383,2,,
232578102041,383,2,,
232578102046,,,,
232578102051,322,2,,
232578102058,354,0,,
232578102063,381,5,,
232578102066,383,2,,
232578102071,,,,
232578725005,225,,200,
232578725007,,,,
232578725012,346,5,,
232578725017,169,7,,
232578725022,267,5,,
232578725027,255,5,,
232578725031,383,2,,
232578725036,322,2,,
232578725043,322,2,,
232578725046,322,2,,
232578725051,383,2,,
232578725056,383,2,,
232578725062,,,,
232578725067,75,,87,
232578725073,169,7,,
232578767002,488,,0,
232578767008,169,7,,
232578767011,456,2,,
232578767017,267,5,,
232578767021,267,5,,
232578767026,255,5,,
232578767032,,,,
232578767037,,,,
232578767042,322,2,,
232578767048,383,2,,
232578767051,383,2,,
232578767056,383,2,,
232578767062,,,,
232578767066,381,5,,
232578767074,,,,
232578767077,325,,1000,
232578767081,267,5,,
232578767088,330,3,,
232578767092,383,2,,
232578818001,267,5,,
232578818006,456,2,,
232578818012,456,2,,
232578818016,330,3,,
232578818022,346,5,,
232578818026,322,2,,
232578818031,354,0,,
232578818038,322,2,,
232578818041,,,,
232578818046,383,2,,
232578818051,352,5,,
232578818056,350,,1931,
232578818062,354,0,,
232578818066,346,5,5000,
232578818071,383,2,,
232578860001,346,5,,
232578860008,326,5,,
232578860011,169,7,,
232578860018,456,2,,
232578860022,322,2,,
232578860026,255,5,,
232578860031,456,2,,
232578860037,,,,
232578860044,322,2,,
232578860049,322,2,,
232578860052,322,2,,
232578860057,,,,
232578860062,354,0,,
232578860068,322,2,,
232578860071,383,2,,
232578860076,383,2,,
232578860082,287,2,,
232578860088,340,5,,
232578860093,330,3,,
232588074005,169,7,,
232588074007,381,5,,
232588074011,267,5,,
232588074016,78,5,,
232588074022,322,2,,
232588074026,355,5,,
232588074032,355,5,,
232588074041,169,7,,
232588074046,169,7,,
232588074051,330,3,,
232588074056,169,7,,
232588074059,,,,
232588074060,,,,
232588074061,255,5,,
232588074066,346,5,,
232588074072,346,5,,
232588074076,102,4,,
232588074081,98,6,,
232588074089,383,2,,
232588074091,346,5,,
232588074094,,,,
232588074099,75,,250,
232588074101,383,2,,
232588395002,381,5,,
232588395010,267,5,,
232588395011,101,5,,
232588395018,322,2,,
232588395022,123,7,,
232588395027,322,2,,
232588395031,267,5,,
232588395037,74,5,,
232588395041,160,5,250,
232588395047,322,2,,
232588395053,383,2,,
232588395057,267,5,,
232588395061,267,5,,
232588395066,169,7,,
232588395068,,,,
232588395073,72,5,,
232588395079,287,2,,
232588395082,346,5,,
232588395084,,,,
232588395086,,,,
232588395090,383,2,,
232588395093,98,4,,
232588395094,,,,
232588395096,150,,2000,
232588395101,346,5,,
232588404002,169,7,,
232588404007,381,5,,
232588404012,352,5,,
232588404016,350,,500,
232588404021,324,5,,
232588404026,324,5,,
232588404033,267,5,,
232588404038,169,7,,
232588404042,267,5,,
232588404046,346,5,,
232588404051,75,,200,
232588404057,322,2,,
232588404061,346,5,,
232588404066,383,2,,
232588404071,267,5,,
232588404078,247,0,,
232588404081,,,,
232588404084,,,,
232588404088,322,2,,
232588759001,101,5,,
232588759011,383,2,,
232588759018,,,,
232588759019,,,,
232588759022,,,,
232588759027,,,,
232588759031,,,,
232588759036,,,,
232588759043,,,,
232588759048,255,5,,
232588759051,267,5,,
232588759058,,,,
232588759062,267,5,,
232588759067,587,7,,
232588759071,346,5,,
232588759072,,,,
232588759077,275,,500,
232588759079,,,,
232588759082,247,0,,
232588759086,346,5,,
232588962001,,,,
232588962006,324,5,,
232588962011,,,,
232588962013,,,,
232588962016,267,5,,
232588962025,346,5,,
232588962026,,,,
232588962032,350,5,0,
232588962036,247,0,,
232588962038,,,,
232588962042,267,5,,
232588962046,,,,
232588962052,,,,
232588962060,330,3,,
232588962061,,,,
232588962062,,,,
232588962067,322,2,,
232588962072,267,5,,
232588962076,330,3,,
232588962077,,,,
232588962081,346,5,,
232588962088,,,,
232598049001,346,5,,
232598049008,267,5,,
232598049013,,,,
232598049016,267,5,,
232598049021,322,2,,
232598049026,322,2,,
232598049035,322,2,,
232598049036,255,5,,
232598049041,,,,
232598049046,169,7,,
232598049051,169,7,,
232598049056,300,,600,
232598049061,,,,
232598049066,383,2,,
232598049073,383,2,,
232598049076,383,2,,
232598049081,383,2,,
232598049088,,,,
232598049094,102,4,,
232598049096,68,4,,
232598049101,74,,87,
232598267003,456,2,,
232598267010,383,2,,
232598267011,255,5,,
232598267016,456,2,,
232598267021,,,,
232598267026,456,2,,
232598267033,383,2,,
232598267036,,,,
232598267042,322,2,,
232598267046,322,2,,
232598267052,322,2,,
232598267058,102,4,,
232598267061,383,2,,
232598267069,354,0,,
232598267071,188,,1000,
232598267079,267,5,,
232598267081,72,5,,
232598337004,,,,
232598337008,169,7,,
232598337011,267,5,,
232598337016,267,5,,
232598337020,,,,
232598337021,,,,
232598337027,383,2,,
232598337031,322,2,,
232598337036,383,2,,
232598337041,383,2,,
232598337046,383,2,,
232598337051,,,,
232598337052,102,5,,
232598337056,98,6,,
232598337061,,,,
232598337067,322,2,,
232598337071,383,2,,
232598337077,78,5,4000,
232598400001,169,7,,
232598400007,456,2,,
232598400011,456,2,,
232598400018,354,0,,
232598400021,322,2,,
232598400026,,,,
232598400035,322,2,,
232598400039,322,2,,
232598400041,383,2,,
232598400047,322,2,,
232598400054,354,0,,
232598400057,322,2,,
232598400062,381,5,,
232598400066,322,2,,
232598400071,,,,
232598797001,169,7,,
232598797008,255,5,,
232598797011,275,,750,
232598797016,456,2,,
232598797022,267,5,,
232598797026,169,7,,
232598797028,,,,
232598797031,247,0,,
232598797036,322,2,,
232598797041,322,2,,
232598797050,322,2,,
232598797051,322,2,,
232598797058,322,2,,
232598797063,322,2,,
232598797066,322,2,,
232598797072,250,5,,
232598797076,383,2,,
232598797081,98,6,,
232598797088,383,2,,
232608393002,1900,,800,
232608393006,456,2,,
232608393014,322,2,,
232608393016,346,5,,
232608393022,322,2,,
232608393027,750,,2000,
232608393031,,,,
232608393038,44,4,,
232608393040,,,,
232608393041,322,2,,
232608393046,322,2,,
232608393051,383,2,,
232608393056,322,2,,
232608393061,,,,
232608393066,322,2,,
232608393071,255,5,,
232608393078,,,,
232608602003,456,2,,
232608602006,,,,
232608602012,,,,
232608602018,267,5,,
232608602022,383,2,,
232608602027,,,,
232608602032,456,2,,
232608602033,,,,
232608602037,354,0,,
232608602045,322,2,,
232608602046,68,4,,
232608602051,383,2,,
232608602061,322,2,,
232608602066,322,2,,
232608602073,67,5,,
232608602077,,,,
232608602081,322,2,,
232608602086,322,2,,
232608696001,383,2,,
232608696006,255,5,0,
232608696012,500,,7500,
232608696015,,,,
232608696017,86,2,,
232608696021,,,,
232608696026,456,2,,
232608696031,102,4,,
232608696038,68,4,,
232608696043,322,2,,
232608696046,322,2,,
232608696054,383,2,,
232608696056,383,2,,
232608696065,102,4,260,
232608696068,322,2,,
232608696071,383,2,,
232608696076,2500,,600,
232608696084,,,,
232608696086,383,2,,
232608759003,354,0,,
232608759006,383,2,,
232608759014,383,2,,
232608759016,456,2,,
232608759021,,,,
232608759027,383,2,,
232608759032,325,,1500,
232608759036,,,,
232608759041,381,5,,
232608759047,322,2,,
232608759051,322,2,,
232608759056,383,2,,
232608759061,322,2,,
232608759066,,,,
232608759073,383,2,,
232608769004,267,5,,
232608769008,,,,
232608769012,,,,
232608769020,383,2,,
232608769021,,,,
232608769026,,,,
232608769032,102,5,,
232608769036,354,0,,
232608769041,,,,
232608769046,354,0,,
232608769051,,,,
232608769059,354,0,,
232608769062,,,,
232608769066,68,4,,
232608769073,354,0,,
232608769076,,,,
232608769082,,,,
232608769087,322,2,,
232608818001,267,5,,
232608818010,267,5,,
232608818011,354,0,,
232608818018,255,5,,
232608818022,354,0,,
232608818026,2000,,4000,
232608818033,322,2,,
232608818039,383,2,,
232608818041,322,2,,
232608818047,44,4,,
232608818051,322,2,,
232608818056,,,,
232608818062,383,2,,
232608818067,169,7,,
232608818071,102,4,,
232608818076,169,7,,
232608818082,,,,
232618107006,383,2,,
232618107013,355,5,,
232618107016,324,5,,
232618107019,,,,
232618107024,,,,
232618107028,267,5,,
232618107034,,,,
232618107035,383,2,,
232618107038,250,5,,
232618107041,381,5,,
232618107047,346,5,,
232618107052,346,5,,
232618107057,346,5,,
232618107062,,,,
232618107063,381,5,,
232618107067,,,,
232618107072,102,4,,
232618107077,,,,
232618107081,330,3,,
232618107086,,,,
232618107089,,,,
232618107093,,,,
232618107097,,,,
232618107102,346,5,,
232618107106,267,5,,
232618214001,,,,
232618214011,446,3,3573,
232618214018,340,5,,
232618214023,225,,300,
232618214027,267,5,,
232618214031,,,,
232618214037,225,,0,
232618214039,,,,
232618214041,255,5,,
232618214049,214,,1300,
232618214052,72,5,,
232618214057,255,5,,
232618214062,98,6,,
232618214070,160,,260,
232618214072,102,5,,
232618214076,,,,
232618214081,250,,600,
232618214086,381,5,1000,
232618214091,250,5,,
232618214096,381,5,,
232618214105,,,,
232618214107,,,,
232618214111,,,,
232618395001,322,2,,
232618395007,355,5,250,
232618395013,355,5,,
232618395016,524,3,,
232618395021,160,5,,
232618395026,102,5,,
232618395034,102,4,,
232618395039,247,0,,
232618395043,346,5,,
232618395046,247,0,,
232618395051,267,5,,
232618395052,,,,
232618395056,267,5,,
232618395057,,,,
232618395061,287,2,,
232618395068,346,5,,
232618395071,346,5,,
232618395077,,,,
232618395088,,,,
232618395090,267,5,,
232618395093,,,,
232618395094,250,5,,
232618395096,267,5,,
232618395101,267,5,,
232618395106,267,5,,
232618395115,169,7,,
232618395116,169,7,,
232618395122,98,4,,
232618395126,346,5,,
232618395131,102,4,,
232618884003,322,2,,
232618884007,169,7,,
232618884011,,,,
232618884026,,,,
232618884031,,,,
232618884038,346,5,,
232618884041,102,4,,
232618884049,,,,
232618884052,,,,
232618884057,,,,
232618884061,381,5,,
232618884071,,,,
232618884082,255,5,,
232618884086,68,4,,
232618884093,330,3,,
232618884097,354,0,,
232618884102,354,0,,
232618884107,280,,200,
232618884111,98,4,,
232618884115,,,,
232618884116,,,,
232618936001,383,2,,
232618936011,169,7,,
232618936016,324,5,,
232618936021,352,5,,
232618936032,267,5,,
232618936037,250,5,,
232618936041,169,7,,
232618936046,267,5,,
232618936053,300,,600,
232618936067,,,,
232618936071,346,5,,
232618936079,267,5,,
232618936081,160,5,,
232618936088,,,,
232618936091,150,,500,
232618936099,169,7,,
232618936101,169,7,,
232618936107,346,5,,
232618936114,68,4,,
232618936115,,,,
232618936116,,,,
232618936122,267,5,,
232618936127,267,5,,
232618936131,,,,
232618936136,330,3,,
232728337002,102,4,,
232728337004,,,,
232728337009,1700,2,,
232728337010,,,,
232728337014,102,4,,
232728337015,,,,
232728337019,,,,
232728337020,383,2,,
232728337024,,,,
232728337025,169,7,,
232728337029,,,,
232728337030,102,4,,
232728337031,346,5,,
232728337033,322,2,,
232728337037,322,2,15,
232728337039,98,6,,
232728404001,102,4,,
232728404002,101,5,165,
232728404009,383,2,765,
232728404010,383,2,,
232728404011,102,4,,
232728404013,354,0,,
232728404016,383,2,140,
232728404019,383,2,,
232728404021,,,,
232728404022,322,2,,
232728404026,383,2,,
232728404028,67,5,165,
232728404034,322,2,815,
232728404035,,,,
232728404036,160,5,,
232728404038,322,2,,
232728404044,67,5,,
232728404045,,,,
232728404047,381,5,,
232728404048,,,,
232728404051,383,2,,
